"A","ProductName","InArea","Mba","ProductSerialNumber","commodity","AnnualConsumption","StartDate","ContractDuration","OrderDate","Status","PriceGuaranteeUntil","PriceValidSince","PriceChangePlanned","OrigBaseCosts","OrigKwhCosts","OrigKwhMargin","OrigbaseMargin","CurrentBasePriceNet","CurrentKwhPriceNet","CatalogBasePrice","CatalogKwhPrice","CurrentBaseCosts","CurrentKwhCosts","CurrentKwhMargin","CurrentBaseMargin","BaseNewPriceProposed","KwhNewPriceProposed","NewPriceInclude","NewPriceStartdate","CurrentBaseTargetMargin","CurrentKwhTargetMargin","error"
"A2",12,"False","en-1314575828","ev-mqwhe7354","gas",2345,"2022-02-03","2023-02-02 00:00:00","2022-02-03","active","2023-02-02 00:00:00","2022-01-07","False",127.547,0.0431396,0.0784,31.36,158.907,0.12152,158.907,0.14847,127.547,0.0431396,0.0783804,31.36,158.907,0.12152,,,31.36,0.10535,
"A2","EASY","False","en-2475647356","ev-prezn5662","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",114.532,0.0387376,0.06512,35.2,149.732,0.10384,149.732,0.13068,114.532,0.0387376,0.0651024,35.2,149.732,0.10384,,,35.2,0.09196,
"A2","EASY","False","en-7106971117","ev-hkqtj5015","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",91.3444,0.2051613,0.12625,27.6639,119.0083,0.331381,119.0083,0.369761,91.3444,0.2051613,0.1262197,27.6639,119.0083,0.331381,,,27.6639,0.16463,
"A2",18,"False","en-0224588483","ev-vzdcr2701","power",2345,"2022-03-05","2023-09-02 00:00:00","2022-02-03","active","2023-09-02 00:00:00","2022-01-06","False",101.2928,0.2275056,0.1736,19.4768,120.7696,0.401072,120.7696,0.429072,101.2928,0.2275056,0.1735664,19.4768,120.7696,0.401072,,,19.4768,0.2016,
"A2","EASY","False","en-3198195046","ev-urmfc1482","power",2345,"2022-02-03","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-06","False",78.6828,0.1767231,0.10875,23.8293,102.5121,0.285447,102.5121,0.318507,78.6828,0.1767231,0.1087239,23.8293,102.5121,0.285447,,,23.8293,0.14181,
"A2","EASY","False","en-7106971117","ev-qnjwz8574","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",122.341,0.0413788,0.06956,37.6,159.941,0.11092,159.941,0.13959,122.341,0.0413788,0.0695412,37.6,159.941,0.11092,,,37.6,0.09823,
"A2","EASY","False","en-1759657222","ev-uhwsl7538","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",89.5356,0.2010987,0.12375,27.1161,116.6517,0.324819,116.6517,0.362439,89.5356,0.2010987,0.1237203,27.1161,116.6517,0.324819,,,27.1161,0.16137,
"A2","EASY","False","en-1546505197","ev-otdso0856","power",2345,"2021-10-03","2021-10-03 00:00:00","2022-02-03","active","2021-10-03 00:00:00","2022-01-06","False",98.5796,0.2214117,0.13625,29.8551,128.4347,0.357629,128.4347,0.399049,98.5796,0.2214117,0.1362173,29.8551,128.4347,0.357629,,,29.8551,0.17767,
"A2","EASY","False","en-3015533270","ev-hibqu8404","power",2345,"2021-10-03","2021-10-03 00:00:00","2022-02-03","active","2021-10-03 00:00:00","2022-01-06","False",91.3444,0.2051613,0.12625,27.6639,119.0083,0.331381,119.0083,0.369761,91.3444,0.2051613,0.1262197,27.6639,119.0083,0.331381,,,27.6639,0.16463,
"A2",12,"False","en-9508928851","ev-nmllf6894","power",2345,"2022-01-03","2023-01-02 00:00:00","2022-02-03","active","2023-01-02 00:00:00","2022-01-06","False",90.44,0.20313,0.147,17.39,107.83,0.3501,107.83,0.3741,90.44,0.20313,0.14697,17.39,107.83,0.3501,,,17.39,0.171,
"A2","EASY","False","en-4404349831","ev-iobky6506","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",92.2488,0.2071926,0.1275,27.9378,120.1866,0.334662,120.1866,0.373422,92.2488,0.2071926,0.1274694,27.9378,120.1866,0.334662,,,27.9378,0.16626,
"A2","EASY","False","en-8159823502","ev-brutm7390","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",98.5796,0.2214117,0.13625,29.8551,128.4347,0.357629,128.4347,0.399049,98.5796,0.2214117,0.1362173,29.8551,128.4347,0.357629,,,29.8551,0.17767,
"A2","EASY","False","en-8159823502","ev-imuco6574","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",132.753,0.0449004,0.07548,40.8,173.553,0.12036,173.553,0.15147,132.753,0.0449004,0.0754596,40.8,173.553,0.12036,,,40.8,0.10659,
"A2","EASY","False","en-2340559869","ev-lgbjn3338","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",82.3004,0.1848483,0.11375,24.9249,107.2253,0.298571,107.2253,0.333151,82.3004,0.1848483,0.1137227,24.9249,107.2253,0.298571,,,24.9249,0.14833,
"A2","EASY","False","en-2340559869","ev-mtqba0823","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",115.8335,0.0391778,0.06586,35.6,151.4335,0.10502,151.4335,0.132165,115.8335,0.0391778,0.0658422,35.6,151.4335,0.10502,,,35.6,0.093005,
"A2",12,"False","en-2727887610","ev-bnsjc5539","gas",2345,"2022-02-03","2023-02-02 00:00:00","2022-02-03","active","2023-02-02 00:00:00","2022-01-07","False",126.2455,0.0426994,0.0776,31.04,157.2855,0.12028,157.2855,0.146955,126.2455,0.0426994,0.0775806,31.04,157.2855,0.12028,,,31.04,0.104275,
"A2","EASY","False","en-9301026606","ev-lpwrn9954","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",136.6575,0.046221,0.0777,42,178.6575,0.1239,178.6575,0.155925,136.6575,0.046221,0.077679,42,178.6575,0.1239,,,42,0.109725,
"A2","EASY","False","en-9618474804","ev-sjqpg9113","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",79.5872,0.1787544,0.11,24.1032,103.6904,0.288728,103.6904,0.322168,79.5872,0.1787544,0.1099736,24.1032,103.6904,0.288728,,,24.1032,0.14344,
"A2",18,"False","en-5525850854","ev-dbloj1716","power",2345,"2022-02-03","2023-08-03 00:00:00","2022-02-03","active","2023-08-03 00:00:00","2022-01-06","False",97.6752,0.2193804,0.1674,18.7812,116.4564,0.386748,116.4564,0.413748,97.6752,0.2193804,0.1673676,18.7812,116.4564,0.386748,,,18.7812,0.1944,
"A2",18,"False","en-5525850854","ev-traet7913","gas",2345,"2022-02-03","2023-08-03 00:00:00","2022-02-03","active","2023-08-03 00:00:00","2022-01-07","False",122.341,0.0413788,0.07708,30.08,152.421,0.11844,152.421,0.14993,122.341,0.0413788,0.0770612,30.08,152.421,0.11844,,,30.08,0.10857,
"A2",12,"False","en-5165233544","ev-abjgu1857","gas",2345,"2021-02-04","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-07","False",123.6425,0.041819,0.076,30.4,154.0425,0.1178,154.0425,0.143925,123.6425,0.041819,0.075981,30.4,154.0425,0.1178,,,30.4,0.102125,
"A2",12,"False","en-5165233544","ev-nsvis0134","power",2345,"2021-02-04","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-06","False",86.8224,0.1950048,0.14112,16.6944,103.5168,0.336096,103.5168,0.359136,86.8224,0.1950048,0.1410912,16.6944,103.5168,0.336096,,,16.6944,0.16416,
"A2","EASY","False","en-4024733349","ev-wbhfr6801","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",89.5356,0.2010987,0.12375,27.1161,116.6517,0.324819,116.6517,0.362439,89.5356,0.2010987,0.1237203,27.1161,116.6517,0.324819,,,27.1161,0.16137,
"A2","EASY","False","en-4024733349","ev-gxrec8760","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",127.547,0.0431396,0.07252,39.2,166.747,0.11564,166.747,0.14553,127.547,0.0431396,0.0725004,39.2,166.747,0.11564,,,39.2,0.10241,
"A2","EASY","False","en-7211921288","ev-ctabf5619","power",2345,"2021-10-03","2021-10-03 00:00:00","2022-02-03","active","2021-10-03 00:00:00","2022-01-06","False",84.1092,0.1889109,0.11625,25.4727,109.5819,0.305133,109.5819,0.340473,84.1092,0.1889109,0.1162221,25.4727,109.5819,0.305133,,,25.4727,0.15159,
"A2","EASY","False","en-9618474804","ev-lidny0607","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",119.738,0.0404984,0.06808,36.8,156.538,0.10856,156.538,0.13662,119.738,0.0404984,0.0680616,36.8,156.538,0.10856,,,36.8,0.09614,
"A2","EASY","False","en-1193456355","ev-yciwc0676","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",104.006,0.2335995,0.14375,31.4985,135.5045,0.377315,135.5045,0.421015,104.006,0.2335995,0.1437155,31.4985,135.5045,0.377315,,,31.4985,0.18745,
"A2","EASY","False","en-0331076083","ev-ulayb7719","gas",2345,"2022-01-20","2022-01-20 00:00:00","2022-02-03","active","2022-01-20 00:00:00","2022-01-07","False",113.2305,0.0382974,0.06438,34.8,148.0305,0.10266,148.0305,0.129195,113.2305,0.0382974,0.0643626,34.8,148.0305,0.10266,,,34.8,0.090915,
"A2","EASY","False","en-0331076083","ev-vuihs3489","power",2345,"2022-01-20","2022-01-20 00:00:00","2022-02-03","active","2022-01-20 00:00:00","2022-01-06","False",103.1016,0.2315682,0.1425,31.2246,134.3262,0.374034,134.3262,0.417354,103.1016,0.2315682,0.1424658,31.2246,134.3262,0.374034,,,31.2246,0.18582,
"A2","EASY","False","en-0074266958","ev-ozndf6657","power",2345,"2021-10-03","2021-10-03 00:00:00","2022-02-03","active","2021-10-03 00:00:00","2022-01-06","False",87.7268,0.1970361,0.12125,26.5683,114.2951,0.318257,114.2951,0.355117,87.7268,0.1970361,0.1212209,26.5683,114.2951,0.318257,,,26.5683,0.15811,
"A2",12,"False","en-7637035929","ev-yqyrp9975","power",2345,"2021-02-01","2022-01-31 00:00:00","2022-02-03","active","2022-01-31 00:00:00","2022-01-06","False",98.67,0.223333,0.029898,7.634,106.304,0.25322,106.304,0.3916,98.67,0.223333,0.029887,7.634,106.304,0.253198,,,7.634,0.1683,
"A2","EASY","False","en-9781112504","ev-ihqkm6374","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",94.962,0.2132865,0.13125,28.7595,123.7215,0.344505,123.7215,0.384405,94.962,0.2132865,0.1312185,28.7595,123.7215,0.344505,,,28.7595,0.17115,
"A2","EASY","False","en-9781112504","ev-hoqod3213","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",119.738,0.0404984,0.06808,36.8,156.538,0.10856,156.538,0.13662,119.738,0.0404984,0.0680616,36.8,156.538,0.10856,,,36.8,0.09614,
"A2","EASY","False","en-3578690319","ev-fplsz2138","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",96.7708,0.2173491,0.13375,29.3073,126.0781,0.351067,126.0781,0.391727,96.7708,0.2173491,0.1337179,29.3073,126.0781,0.351067,,,29.3073,0.17441,
"A2","EASY","False","en-2162535757","ev-yexxx6465","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",93.1532,0.2092239,0.12875,28.2117,121.3649,0.337943,121.3649,0.377083,93.1532,0.2092239,0.1287191,28.2117,121.3649,0.337943,,,28.2117,0.16789,
"A2","EASY","False","en-2162535757","ev-tpfdb6561","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",114.532,0.0387376,0.06512,35.2,149.732,0.10384,149.732,0.13068,114.532,0.0387376,0.0651024,35.2,149.732,0.10384,,,35.2,0.09196,
"A2","EASY","False","en-2943995551","ev-znbqh5629","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",96.7708,0.2173491,0.13375,29.3073,126.0781,0.351067,126.0781,0.391727,96.7708,0.2173491,0.1337179,29.3073,126.0781,0.351067,,,29.3073,0.17441,
"A2","EASY","False","en-9499182542","ev-mkcez2941","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",93.1532,0.2092239,0.12875,28.2117,121.3649,0.337943,121.3649,0.377083,93.1532,0.2092239,0.1287191,28.2117,121.3649,0.337943,,,28.2117,0.16789,
"A2","EASY","False","en-0120395090","ev-yvtok8132","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",82.3004,0.1848483,0.11375,24.9249,107.2253,0.298571,107.2253,0.333151,82.3004,0.1848483,0.1137227,24.9249,107.2253,0.298571,,,24.9249,0.14833,
"A2","EASY","False","en-0120395090","ev-ghrpn1037","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",136.6575,0.046221,0.0777,42,178.6575,0.1239,178.6575,0.155925,136.6575,0.046221,0.077679,42,178.6575,0.1239,,,42,0.109725,
"A2","EASY","False","en-2025384922","ev-qgalb5596","power",2345,"2022-01-10","2022-01-10 00:00:00","2022-02-03","active","2022-01-10 00:00:00","2022-01-06","False",104.006,0.2335995,0.14375,31.4985,135.5045,0.377315,135.5045,0.421015,104.006,0.2335995,0.1437155,31.4985,135.5045,0.377315,,,31.4985,0.18745,
"A2","EASY","False","en-2025384922","ev-ovgzu8445","gas",2345,"2022-01-10","2022-01-10 00:00:00","2022-02-03","active","2022-01-10 00:00:00","2022-01-07","False",115.8335,0.0391778,0.06586,35.6,151.4335,0.10502,151.4335,0.132165,115.8335,0.0391778,0.0658422,35.6,151.4335,0.10502,,,35.6,0.093005,
"A2",12,"False","en-0859906380","ev-qyosc6501","gas",2345,"2022-02-03","2023-02-02 00:00:00","2022-02-03","active","2023-02-02 00:00:00","2022-01-07","False",136.6575,0.046221,0.084,33.6,170.2575,0.1302,170.2575,0.159075,136.6575,0.046221,0.083979,33.6,170.2575,0.1302,,,33.6,0.112875,
"A2",12,"False","en-5117232073","ev-dvwvw1466","gas",2345,"2022-02-03","2023-02-02 00:00:00","2022-02-03","active","2023-02-02 00:00:00","2022-01-07","False",114.532,0.0387376,0.0704,28.16,142.692,0.10912,142.692,0.13332,114.532,0.0387376,0.0703824,28.16,142.692,0.10912,,,28.16,0.0946,
"A2","EASY","False","en-8873832144","ev-wabbt3007","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",137.959,0.0466612,0.07844,42.4,180.359,0.12508,180.359,0.15741,137.959,0.0466612,0.0784188,42.4,180.359,0.12508,,,42.4,0.11077,
"A2",18,"False","en-9347483696","ev-kwagn8937","power",2345,"2021-12-13","2023-06-12 00:00:00","2022-02-03","active","2023-06-12 00:00:00","2022-01-06","False",78.6828,0.1767231,0.13485,15.1293,93.8121,0.311547,93.8121,0.333297,78.6828,0.1767231,0.1348239,15.1293,93.8121,0.311547,,,15.1293,0.1566,
"A2",12,"False","en-1919970630","ev-uzxuh7310","power",2345,"2022-02-03","2023-02-02 00:00:00","2022-02-03","active","2023-02-02 00:00:00","2022-01-06","False",91.3444,0.2051613,0.14847,17.5639,108.9083,0.353601,108.9083,0.377841,91.3444,0.2051613,0.1484397,17.5639,108.9083,0.353601,,,17.5639,0.17271,
"A2",12,"False","en-1919970630","ev-dkamk2457","gas",2345,"2022-02-03","2023-02-02 00:00:00","2022-02-03","active","2023-02-02 00:00:00","2022-01-07","False",130.15,0.04402,0.08,32,162.15,0.124,162.15,0.1515,130.15,0.04402,0.07998,32,162.15,0.124,,,32,0.1075,
"A2","EASY","False","en-4169631142","ev-wgbcv0379","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",94.0576,0.2112552,0.13,28.4856,122.5432,0.341224,122.5432,0.380744,94.0576,0.2112552,0.1299688,28.4856,122.5432,0.341224,,,28.4856,0.16952,
"A2","EASY","False","en-4681934792","ev-scstx5258","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",91.3444,0.2051613,0.12625,27.6639,119.0083,0.331381,119.0083,0.369761,91.3444,0.2051613,0.1262197,27.6639,119.0083,0.331381,,,27.6639,0.16463,
"A2",18,"False","en-9347483696","ev-ltibl4418","gas",2345,"2021-12-13","2023-06-12 00:00:00","2022-02-03","active","2023-06-12 00:00:00","2022-01-07","False",126.2455,0.0426994,0.07954,31.04,157.2855,0.12222,157.2855,0.154715,126.2455,0.0426994,0.0795206,31.04,157.2855,0.12222,,,31.04,0.112035,
"A2","EASY","False","en-3598286700","ev-dgolj2228","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",87.7268,0.1970361,0.12125,26.5683,114.2951,0.318257,114.2951,0.355117,87.7268,0.1970361,0.1212209,26.5683,114.2951,0.318257,,,26.5683,0.15811,
"A2","EASY","False","en-3598286700","ev-iadzv3301","gas",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-07","False",148.371,0.0501828,0.08436,45.6,193.971,0.13452,193.971,0.16929,148.371,0.0501828,0.0843372,45.6,193.971,0.13452,,,45.6,0.11913,
"A2",12,"False","en-0584577308","ev-trihx0147","gas",2345,"2022-02-03","2023-02-02 00:00:00","2022-02-03","active","2023-02-02 00:00:00","2022-01-07","False",148.371,0.0501828,0.0912,36.48,184.851,0.14136,184.851,0.17271,148.371,0.0501828,0.0911772,36.48,184.851,0.14136,,,36.48,0.12255,
"A2","EASY","False","en-5326951034","ev-lxrpu8250","power",2345,"2021-02-01","2021-02-01 00:00:00","2022-02-03","active","2021-02-01 00:00:00","2022-01-06","False",80.4916,0.1807857,0.11125,24.3771,104.8687,0.292009,104.8687,0.325829,80.4916,0.1807857,0.1112233,24.3771,104.8687,0.292009,,,24.3771,0.14507,
"A2","EASY","False","en-8338525440","ev-elzzf2954","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",99.484,0.223443,0.1375,30.129,129.613,0.36091,129.613,0.40271,99.484,0.223443,0.137467,30.129,129.613,0.36091,,,30.129,0.1793,
"A2","EASY","False","en-2859099257","ev-lpnwt4415","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",100.3884,0.2254743,0.13875,30.4029,130.7913,0.364191,130.7913,0.406371,100.3884,0.2254743,0.1387167,30.4029,130.7913,0.364191,,,30.4029,0.18093,
"A2","EASY","False","en-9669259013","ev-auoqd9496","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",85.918,0.1929735,0.11875,26.0205,111.9385,0.311695,111.9385,0.347795,85.918,0.1929735,0.1187215,26.0205,111.9385,0.311695,,,26.0205,0.15485,
"A2","EASY","False","en-7398743869","ev-dcymr1388","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",94.0576,0.2112552,0.13,28.4856,122.5432,0.341224,122.5432,0.380744,94.0576,0.2112552,0.1299688,28.4856,122.5432,0.341224,,,28.4856,0.16952,
"A2","EASY","False","en-0023725484","ev-vlxyc2238","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",97.6752,0.2193804,0.135,29.5812,127.2564,0.354348,127.2564,0.395388,97.6752,0.2193804,0.1349676,29.5812,127.2564,0.354348,,,29.5812,0.17604,
"A2","EASY","False","en-7522096192","ev-kmccz8672","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",96.7708,0.2173491,0.13375,29.3073,126.0781,0.351067,126.0781,0.391727,96.7708,0.2173491,0.1337179,29.3073,126.0781,0.351067,,,29.3073,0.17441,
"A2","EASY","False","en-5801613620","ev-mqkcn5189","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",104.006,0.2335995,0.14375,31.4985,135.5045,0.377315,135.5045,0.421015,104.006,0.2335995,0.1437155,31.4985,135.5045,0.377315,,,31.4985,0.18745,
"A2","EASY","False","en-3763380759","ev-sqtta9332","power",2345,"2021-02-04","2021-02-04 00:00:00","2022-02-03","active","2021-02-04 00:00:00","2022-01-06","False",97.6752,0.2193804,0.135,29.5812,127.2564,0.354348,127.2564,0.395388,97.6752,0.2193804,0.1349676,29.5812,127.2564,0.354348,,,29.5812,0.17604,
"A2","EASY","False","en-3492613702","ev-cymki3884","power",2345,"2022-01-01","2022-01-01 00:00:00","2022-02-03","active","2022-01-01 00:00:00","2022-01-06","False",84.1092,0.1889109,0.11625,25.4727,109.5819,0.305133,109.5819,0.340473,84.1092,0.1889109,0.1162221,25.4727,109.5819,0.305133,,,25.4727,0.15159,
"A2",18,"False","en-6554251485","ev-oaqir5948","gas",2345,"2022-02-04","2023-08-04 00:00:00","2022-02-03","active","2023-08-04 00:00:00","2022-01-07","False",117.135,0.039618,0.0738,28.8,145.935,0.1134,145.935,0.14355,117.135,0.039618,0.073782,28.8,145.935,0.1134,,,28.8,0.10395,
"A2","EASY","False","en-3905511410","ev-fuxoc3640","power",2345,"2021-08-03","2021-08-03 00:00:00","2022-02-03","active","2021-08-03 00:00:00","2022-01-06","False",97.6752,0.2193804,0.135,29.5812,127.2564,0.354348,127.2564,0.395388,97.6752,0.2193804,0.1349676,29.5812,127.2564,0.354348,,,29.5812,0.17604,
"A2","EASY","False","en-8088498897","ev-ujojg7307","power",2345,"2022-02-03","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-06","False",93.1532,0.2092239,0.12875,28.2117,121.3649,0.337943,121.3649,0.377083,93.1532,0.2092239,0.1287191,28.2117,121.3649,0.337943,,,28.2117,0.16789,
"A2","EASY","False","en-1806910400","ev-anims3408","power",2345,"2021-08-03","2021-08-03 00:00:00","2022-02-03","active","2021-08-03 00:00:00","2022-01-06","False",96.7708,0.2173491,0.13375,29.3073,126.0781,0.351067,126.0781,0.391727,96.7708,0.2173491,0.1337179,29.3073,126.0781,0.351067,,,29.3073,0.17441,
"A2","EASY","False","en-3736497227","ev-droyj1217","power",2345,"2021-08-03","2021-08-03 00:00:00","2022-02-03","active","2021-08-03 00:00:00","2022-01-06","False",81.396,0.182817,0.1125,24.651,106.047,0.29529,106.047,0.32949,81.396,0.182817,0.112473,24.651,106.047,0.29529,,,24.651,0.1467,
"A2","EASY","False","en-9701228265","ev-bexmo0963","power",2345,"2022-02-03","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-06","False",93.1532,0.2092239,0.12875,28.2117,121.3649,0.337943,121.3649,0.377083,93.1532,0.2092239,0.1287191,28.2117,121.3649,0.337943,,,28.2117,0.16789,
"A2","EASY","False","en-3439336854","ev-tbrsa1537","power",2345,"2022-02-03","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-06","False",95.8664,0.2153178,0.1325,29.0334,124.8998,0.347786,124.8998,0.388066,95.8664,0.2153178,0.1324682,29.0334,124.8998,0.347786,,,29.0334,0.17278,
"A2","EASY","False","en-3439336854","ev-jzrfk1614","gas",2345,"2022-02-03","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-07","False",126.2455,0.0426994,0.07178,38.8,165.0455,0.11446,165.0455,0.144045,126.2455,0.0426994,0.0717606,38.8,165.0455,0.11446,,,38.8,0.101365,
"A2","EASY","False","en-2321370427","ev-xdmim3931","power",2345,"2021-08-03","2021-08-03 00:00:00","2022-02-03","active","2021-08-03 00:00:00","2022-01-06","False",89.5356,0.2010987,0.12375,27.1161,116.6517,0.324819,116.6517,0.362439,89.5356,0.2010987,0.1237203,27.1161,116.6517,0.324819,,,27.1161,0.16137,
"A2","EASY","False","en-3921033548","ev-rvybf6545","power",2345,"2022-02-03","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-06","False",82.3004,0.1848483,0.11375,24.9249,107.2253,0.298571,107.2253,0.333151,82.3004,0.1848483,0.1137227,24.9249,107.2253,0.298571,,,24.9249,0.14833,
"A2","EASY","False","en-5915288236","ev-yuhbw4719","gas",2345,"2021-02-01","2021-02-01 00:00:00","2022-02-03","active","2021-02-01 00:00:00","2022-01-07","False",132.753,0.0449004,0.07548,40.8,173.553,0.12036,173.553,0.15147,132.753,0.0449004,0.0754596,40.8,173.553,0.12036,,,40.8,0.10659,
"A2","EASY","False","en-3921033548","ev-jsmfq1146","gas",2345,"2022-02-03","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-07","False",110.6275,0.037417,0.0629,34,144.6275,0.1003,144.6275,0.126225,110.6275,0.037417,0.062883,34,144.6275,0.1003,,,34,0.088825,
"A2","EASY","False","en-8967303630","ev-cehco3545","power",2345,"2021-08-03","2021-08-03 00:00:00","2022-02-03","active","2021-08-03 00:00:00","2022-01-06","False",80.4916,0.1807857,0.11125,24.3771,104.8687,0.292009,104.8687,0.325829,80.4916,0.1807857,0.1112233,24.3771,104.8687,0.292009,,,24.3771,0.14507,
"A2","EASY","False","en-3923069169","ev-wgmca3414","power",2345,"2021-08-03","2021-08-03 00:00:00","2022-02-03","active","2021-08-03 00:00:00","2022-01-06","False",84.1092,0.1889109,0.11625,25.4727,109.5819,0.305133,109.5819,0.340473,84.1092,0.1889109,0.1162221,25.4727,109.5819,0.305133,,,25.4727,0.15159,
"A2","EASY","False","en-1604378289","ev-bdepb9547","power",2345,"2021-08-03","2021-08-03 00:00:00","2022-02-03","active","2021-08-03 00:00:00","2022-01-06","False",101.2928,0.2275056,0.14,30.6768,131.9696,0.367472,131.9696,0.410032,101.2928,0.2275056,0.1399664,30.6768,131.9696,0.367472,,,30.6768,0.18256,
"A2",12,"False","en-4455184269","ev-xlaqb2595","power",2345,"2022-02-04","2023-02-03 00:00:00","2022-02-04","active","2023-02-03 00:00:00","2022-01-06","False",83.2048,0.1868796,0.13524,15.9988,99.2036,0.322092,99.2036,0.344172,83.2048,0.1868796,0.1352124,15.9988,99.2036,0.322092,,,15.9988,0.15732,
"A2",12,"False","en-6261658154","ev-nhlvt1914","gas",2345,"2021-02-04","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-07","False",140.562,0.0475416,0.0864,34.56,175.122,0.13392,175.122,0.16362,140.562,0.0475416,0.0863784,34.56,175.122,0.13392,,,34.56,0.1161,
"A2",12,"False","en-6261658154","ev-bgttg6649","power",2345,"2021-02-04","2022-02-03 00:00:00","2022-02-03","active","2022-02-03 00:00:00","2022-01-06","False",93.1532,0.2092239,0.15141,17.9117,111.0649,0.360603,111.0649,0.385323,93.1532,0.2092239,0.1513791,17.9117,111.0649,0.360603,,,17.9117,0.17613,
